ds,yhat,yhat_lower,yhat_upper
2002-01-02 06:00:00,31169.753575592837,24548.990796659615,38056.65720549041
2002-01-02 07:00:00,31178.92288383135,24482.510153629904,37957.55661838906
2002-01-02 08:00:00,31188.571198998892,24198.71665865832,37955.9711835143
2002-01-02 09:00:00,31198.509174281,24368.88421666609,37690.505264120344
2002-01-02 10:00:00,31208.54745395686,25065.633144392512,37965.67568880695
2002-01-02 11:00:00,31218.50035430389,24491.42446047256,37243.0334962672
2002-01-02 12:00:00,31228.189351576148,24415.288735400823,37890.2438722858
2002-01-02 13:00:00,31237.446326025172,24155.060770087286,38360.09130263744
2002-01-02 14:00:00,31246.116515019767,24843.763294326043,38552.12088696728
2002-01-02 15:00:00,31254.06113304773,24689.249088037115,38053.39084049743
2002-01-02 16:00:00,31261.15962168243,24549.996126144684,38045.74986820411
2002-01-02 17:00:00,31267.31149834656,24648.96564997144,37437.78841918528
2002-01-02 18:00:00,31272.437778892407,24357.940048397668,37965.30623254975
2002-01-02 19:00:00,31276.481955530075,24066.49103341771,38350.83304647668
2002-01-02 20:00:00,31279.41051835851,24548.22010515097,38154.25630411366
2002-01-02 21:00:00,31281.213015645983,24610.197030811858,37612.73400811717
2002-01-02 22:00:00,31281.901654935817,24048.475777658317,38041.911203610696
2002-01-02 23:00:00,31281.51045394222,24638.330794418347,37984.89550859819
2002-01-03 00:00:00,31280.09395695058,24379.95097970625,37921.555444659956
2002-01-03 01:00:00,31277.725538973926,24337.215472353175,37589.78182727604
2002-01-03 02:00:00,31274.495326108387,24616.863442293492,38206.08859708471
2002-01-03 03:00:00,31270.507766365663,24605.4870080855,38184.07116044683
2002-01-03 04:00:00,31265.87889056523,24415.4538346473,37882.34010702981
2002-01-03 05:00:00,31260.73330766357,25033.659575468064,37938.2369390326
2002-01-03 06:00:00,31255.200983073606,24491.50031199404,38299.11867001536
2002-01-03 07:00:00,31249.41385199047,24042.2749078267,37735.86844937598
2002-01-03 08:00:00,31243.50232252466,25299.936382656284,37678.31857660582
2002-01-03 09:00:00,31237.591725466555,24422.45496194679,38092.029717338606
2002-01-03 10:00:00,31231.798768681525,24064.119378870717,38247.01101160795
2002-01-03 11:00:00,31226.228054601608,24793.20848788521,37868.13325817507
2002-01-03 12:00:00,31220.96871881627,24681.282454496377,37908.35222824867
2002-01-03 13:00:00,31216.0912465871,24705.095667935442,38090.11601749387
2002-01-03 14:00:00,31211.644522078823,24869.651378956165,38260.65367877689
2002-01-03 15:00:00,31207.653162287126,24614.49242588782,37509.56561643884
2002-01-03 16:00:00,31204.115184128103,24028.72267639533,38209.719469855314
2002-01-03 17:00:00,31201.000048916514,25051.010829092153,38022.7513927896
2002-01-03 18:00:00,31198.247123554367,24527.16154486761,38557.01625601236
2002-01-03 19:00:00,31195.764592330353,24166.87720731956,37461.82258356358
2002-01-03 20:00:00,31193.428847214553,24513.020530616443,37941.143612379215
2002-01-03 21:00:00,31191.08437816264,24410.05512056207,37990.66623060647
2002-01-03 22:00:00,31188.544178137112,24342.13236850736,37817.63456778962
2002-01-03 23:00:00,31185.59067056232,24261.931971462716,37602.62263372424
2002-01-04 00:00:00,31181.977159705384,24494.95192182056,38127.15202621099
2002-01-04 01:00:00,31177.429797187808,24430.1397057762,38136.875653638286
2002-01-04 02:00:00,31171.650050594835,24446.629512174823,38216.61858629851
2002-01-04 03:00:00,31164.31765294225,24429.14741595772,38110.8544281892
2002-01-04 04:00:00,31155.094004857685,24259.303337154604,37860.70564733846
2002-01-04 05:00:00,31143.625994653597,24567.816833932437,37822.379667021116
2002-01-04 06:00:00,31129.550195198157,24326.689555789446,38101.18067767703
2002-01-04 07:00:00,31112.497390728437,24643.7623093598,37748.45415449798
2002-01-04 08:00:00,31092.097381447955,24430.68368460386,37963.03610397281
2002-01-04 09:00:00,31067.984009200627,24628.455486343802,37534.29593199086
2002-01-04 10:00:00,31039.800343501396,23967.119941142813,37436.60933934238
2002-01-04 11:00:00,31007.20396407894,24353.93981645855,38113.304200973704
2002-01-04 12:00:00,30969.87227363277,24315.96283896941,37245.59281164154
2002-01-04 13:00:00,30927.507772927118,23704.73116234571,37873.26095974174
2002-01-04 14:00:00,30879.84322970825,23952.953531343708,37618.1192105811
2002-01-04 15:00:00,30826.64667292727,24209.377355132732,37643.85417750278
2002-01-04 16:00:00,30767.72614487325,23640.64297217658,37414.64063418318
2002-01-04 17:00:00,30702.934145704494,24199.7728750389,37264.16314025959
2002-01-04 18:00:00,30632.171707547295,23833.650082538163,37162.419571708495
2002-01-04 19:00:00,30555.392038906393,24265.402417183213,37305.87621201964
2002-01-04 20:00:00,30472.603684517002,23892.36289844821,37020.76663495479
2002-01-04 21:00:00,30383.873150797375,24051.636736213582,37211.183542550876
2002-01-04 22:00:00,30289.326952782514,23760.27487006106,37239.360895877966
2002-01-04 23:00:00,30189.15304486383,23509.942119898675,36666.416564072344
2002-01-05 00:00:00,30083.601604577354,23414.55448763289,36839.48634689552
2002-01-05 01:00:00,29972.985145810984,22924.985422462676,36388.53672895888
2002-01-05 02:00:00,29857.677945856114,23532.572119677043,36572.236964794574
2002-01-05 03:00:00,29738.114778476804,22462.92582055203,36213.12277445301
2002-01-05 04:00:00,29614.78895335545,22198.08223299768,36361.61342681853
2002-01-05 05:00:00,29488.24967066858,22575.89730330043,36775.63192310162
2002-01-05 06:00:00,29359.098707617497,22679.419990997874,35899.55164572015
2002-01-05 07:00:00,29227.98646181795,22186.397537862733,35749.30147250716
2002-01-05 08:00:00,29095.607384484712,22114.751043700948,35788.35207499888
2002-01-05 09:00:00,28962.69484375123,22106.826515781107,35490.65760779846
2002-01-05 10:00:00,28830.01546552005,22553.46194219574,35506.66788641302
2002-01-05 11:00:00,28698.363006179894,22137.216478552436,35192.15920076858
2002-01-05 12:00:00,28568.55181717184,21794.25729728103,35123.52515448635
2002-01-05 13:00:00,28441.409966951378,21440.08101693449,34721.17022696543
2002-01-05 14:00:00,28317.77209062382,21444.53764828876,35273.87602809428
2002-01-05 15:00:00,28198.4720410665,20799.85864731065,34702.65389062682
2002-01-05 16:00:00,28084.335418712977,21188.796353199756,34818.434792085405
2002-01-05 17:00:00,27976.17205890878,21236.831663568977,34754.178311732285
2002-01-05 18:00:00,27874.768557290696,21168.739574717434,34732.30533818182
2002-01-05 19:00:00,27780.88091365373,21044.497945780196,34952.80718914931
2002-01-05 20:00:00,27695.22737414718,21242.521677970195,34592.64602003469
2002-01-05 21:00:00,27618.481550167642,20816.128039501218,34090.760456149415
2002-01-05 22:00:00,27551.26588952637,20607.1090476332,34287.34623476305
2002-01-05 23:00:00,27494.14557231101,20869.00604620226,34163.73969459104
2002-01-06 00:00:00,27447.622899372887,20620.39700299276,34228.477791716155
2002-01-06 01:00:00,27412.13223634138,20923.747598954913,33612.05013798913
2002-01-06 02:00:00,27388.035570302993,20684.860860687186,34522.43078700207
2002-01-06 03:00:00,27375.61872963376,20630.45203850467,34737.39445751745
2002-01-06 04:00:00,27375.08831042482,21075.050627090386,33978.39070513556
2002-01-06 05:00:00,27386.5693452667,21055.361273793435,34272.837793546285
2002-01-06 06:00:00,27410.103742065407,20951.91162986515,34106.24620488813
2002-01-06 07:00:00,27445.649512141827,20018.503682895705,33940.05018864784
2002-01-06 08:00:00,27493.080798210704,21095.129387424706,34369.99591162936
2002-01-06 09:00:00,27552.188703987485,21089.11430919063,34305.29101223382
2002-01-06 10:00:00,27622.68291843279,20816.01786158655,34607.617772089645
2002-01-06 11:00:00,27704.194118759973,20818.208658324813,34355.185584791114
2002-01-06 12:00:00,27796.277127805035,20912.11953237632,34555.603632909624
2002-01-06 13:00:00,27898.414793095857,21598.69869356754,34692.07180612833
2002-01-06 14:00:00,28010.022546866174,20940.475140527597,34236.0193835482
2002-01-06 15:00:00,28130.453598928616,21220.96815389804,34795.408919353
2002-01-06 16:00:00,28259.004707393844,21273.69517190133,34866.01578910994
2002-01-06 17:00:00,28394.922465824904,21274.569381506222,35303.891760866696
2002-01-06 18:00:00,28537.410039945982,21827.06381708141,35669.1541801458
2002-01-06 19:00:00,28685.634282336006,21684.565635978295,35494.32048970162
2002-01-06 20:00:00,28838.733149248525,21765.49059887206,35372.82903970153
2002-01-06 21:00:00,28995.823340987987,21906.91018936149,35991.16721366795
2002-01-06 22:00:00,29156.008084939196,22034.604618317604,35591.38241472568
2002-01-06 23:00:00,29318.384979019054,22896.07614250518,36054.57077314827
2002-01-07 00:00:00,29482.053813176164,22939.265526203242,36578.66852475432
2002-01-07 01:00:00,29646.124287286028,22961.628594879385,36158.856004495654
2002-01-07 02:00:00,29809.723545080902,22858.80070961964,36397.71130303323
2002-01-07 03:00:00,29972.003446744413,23086.144096349457,36612.54340403965
2002-01-07 04:00:00,30132.147505698296,23272.710026141536,37150.71798213214
2002-01-07 05:00:00,30289.37741986206,23871.463957336626,37617.089643687475
2002-01-07 06:00:00,30442.959132201566,23349.288253135368,36839.783938500026
2002-01-07 07:00:00,30592.208361681423,24161.046986847658,37229.42758665618
2002-01-07 08:00:00,30736.495551578864,23848.247905421234,37321.20019225197
2002-01-07 09:00:00,30875.250189611717,24360.016540650377,37799.09754940638
2002-01-07 10:00:00,31007.96446156982,24028.564416562112,37166.93531775966
2002-01-07 11:00:00,31134.196207962003,23926.24752119677,38140.3636082724
2002-01-07 12:00:00,31253.57116152276,24358.531310898423,38604.99256960621
2002-01-07 13:00:00,31365.784451790212,24640.54853457788,37657.746836691535
2002-01-07 14:00:00,31470.60137128901,24754.027071255652,38535.95357605215
2002-01-07 15:00:00,31567.857406503386,24899.39270764131,38173.66768885912
2002-01-07 16:00:00,31657.457545167257,25226.344666016455,38335.8068240354
2002-01-07 17:00:00,31739.37487947615,24890.23212997365,38379.84069277205
2002-01-07 18:00:00,31813.64853273162,25398.50331454233,38340.627971302805
2002-01-07 19:00:00,31880.380944546156,25223.507794693982,38619.63606473322
2002-01-07 20:00:00,31939.734556464326,25496.30897111309,38542.20420376602
2002-01-07 21:00:00,31991.927946470027,25062.8079206592,38926.34723254995
2002-01-07 22:00:00,32037.231466599173,25201.285398296088,38777.74395280275
2002-01-07 23:00:00,32075.96244287084,25497.657648854358,38799.04528917047
2002-01-08 00:00:00,32108.480001152835,24859.296751408045,38935.69118001539
2002-01-08 01:00:00,32135.179586057624,25584.95024729658,39391.59358615826
2002-01-08 02:00:00,32156.487242562172,25560.25551060256,39031.61638454993
2002-01-08 03:00:00,32172.853731900723,25455.88450010542,38977.52238773821
2002-01-08 04:00:00,32184.748554123922,25688.939269008253,39190.28169948662
2002-01-08 05:00:00,32192.653949679407,25448.888209949386,39038.23338438427
2002-01-08 06:00:00,32197.0589515603,25160.38375125034,39363.68482988385
2002-01-08 07:00:00,32198.45355771337,25620.6936040695,39077.2086888088
2002-01-08 08:00:00,32197.32309082312,25858.282176202232,38964.57331027786
2002-01-08 09:00:00,32194.142809193152,24952.827501171163,39171.53888256425
2002-01-08 10:00:00,32189.37282823077,24773.51173998672,38924.74171201433
2002-01-08 11:00:00,32183.453407223467,25021.80978079398,38777.4828625195
2002-01-08 12:00:00,32176.800650571473,25527.199661500046,38459.09133028066
2002-01-08 13:00:00,32169.802666600564,25162.335750390135,39245.56194901937
2002-01-08 14:00:00,32162.816220544937,25925.129099926875,38692.86342857609
2002-01-08 15:00:00,32156.163911388834,25528.70700726066,38805.89540671524
2002-01-08 16:00:00,32150.131895013314,25604.752630240233,38919.967535143
2002-01-08 17:00:00,32144.96816871629,25296.775655071462,38770.51680795089
2002-01-08 18:00:00,32140.88142460108,25194.410291311306,39141.82116738797
2002-01-08 19:00:00,32138.04047182451,25235.610356546247,39137.38486542234
2002-01-08 20:00:00,32136.57422023426,25244.963252457495,38715.59584244403
2002-01-08 21:00:00,32136.572210641418,25762.3218196489,38621.32768099896
2002-01-08 22:00:00,32138.08566999645,25738.352037257777,38405.508965401474
2002-01-08 23:00:00,32141.129063079283,25317.30597355031,39147.69854400229
2002-01-09 00:00:00,32145.682106147127,25900.331467214233,38699.23576771328
2002-01-09 01:00:00,32151.692202297716,25367.45712448278,38498.166367794016
2002-01-09 02:00:00,32159.077253225918,25761.7871995992,39187.48075486183
2002-01-09 03:00:00,32167.728797667103,25877.001217120993,39338.047957541465
2002-01-09 04:00:00,32177.51542306867,25832.180243855808,39227.63421316907
2002-01-09 05:00:00,32188.286394086736,25369.305645656885,38867.36072951673
2002-01-09 06:00:00,32199.87543936333,25546.550519514418,38900.874587750404
2002-01-09 07:00:00,32212.104636633623,25558.216377846038,39092.52943242579
2002-01-09 08:00:00,32224.788335731715,25995.165782975513,39275.75025671715
2002-01-09 09:00:00,32237.737059288123,25188.83026221877,38987.27009249601
2002-01-09 10:00:00,32250.761322124163,25504.92996124114,39169.84112029011
2002-01-09 11:00:00,32263.675312153093,26352.557605354057,38910.8083025099
2002-01-09 12:00:00,32276.300378368633,25489.70792597318,38891.19471576782
2002-01-09 13:00:00,32288.46827486599,25945.645974220144,39112.55226605012
2002-01-09 14:00:00,32300.024113973923,25863.888792597576,39341.85078747184
2002-01-09 15:00:00,32310.828986254317,25338.099883372128,39097.45086281476
2002-01-09 16:00:00,32320.76221047911,25599.567822901583,38977.22228852078
2002-01-09 17:00:00,32329.723182393842,25559.952145270392,38975.314604515275
2002-01-09 18:00:00,32337.63279730561,25753.446895955447,39161.76646532363
2002-01-09 19:00:00,32344.43442801547,25812.160989291566,39050.69539774651
2002-01-09 20:00:00,32350.09444635351,25930.591441885786,39218.458527288625
2002-01-09 21:00:00,32354.60228346576,25448.01860032311,39155.067980715154
2002-01-09 22:00:00,32357.97003092179,25428.582263176806,39160.465802214465
2002-01-09 23:00:00,32360.231591615087,25481.60535310103,39525.5227555525
2002-01-10 00:00:00,32361.441396172362,25375.332337399133,38684.400111087656
2002-01-10 01:00:00,32361.672707107155,26054.68749231827,38975.36642628882
2002-01-10 02:00:00,32361.015539187196,25426.463517461798,38798.7764880358
2002-01-10 03:00:00,32359.574230265374,25552.024586241332,38750.40107623294
2002-01-10 04:00:00,32357.464702177294,25870.25943082426,38957.51406590707
2002-01-10 05:00:00,32354.81145607486,25403.0667865869,39183.527303135015
2002-01-10 06:00:00,32351.744350753175,25042.226264813336,38669.16347077897
2002-01-10 07:00:00,32348.39521597427,25169.698241824935,38997.67304790915
2002-01-10 08:00:00,32344.89435561241,25834.10633670164,38767.31716382746
2002-01-10 09:00:00,32341.36699741279,25313.122924262672,38684.46378692284
2002-01-10 10:00:00,32337.929747397397,25827.637367547883,38990.65295456763
2002-01-10 11:00:00,32334.687107358328,25983.254319097094,38880.332303732364
2002-01-10 12:00:00,32331.72811345168,25529.737127963952,38609.03920545787
2002-01-10 13:00:00,32329.123152717704,25332.289655541303,39190.09533984445
2002-01-10 14:00:00,32326.921012313844,26027.320951866277,39319.10536402371
2002-01-10 15:00:00,32325.146213446773,25526.510672034456,38797.94513504081
2002-01-10 16:00:00,32323.79667846625,25799.488224253386,38978.66055061475
2002-01-10 17:00:00,32322.84177534338,25675.02030697369,39197.92006139755
2002-01-10 18:00:00,32322.220778867864,25465.514487688706,39157.86407161148
2002-01-10 19:00:00,32321.841782446358,25093.644441852306,38768.20497912742
2002-01-10 20:00:00,32321.581088404324,25449.126254519728,39505.83606825868
2002-01-10 21:00:00,32321.283098289096,25372.29294038471,39549.224297676956
2002-01-10 22:00:00,32320.760717897374,26404.682109454403,39137.48887473067
2002-01-10 23:00:00,32319.796284732667,25495.70450233791,39337.20990020516
2002-01-11 00:00:00,32318.143018387927,26120.20848480967,39312.1605305769
2002-01-11 01:00:00,32315.526987065157,25867.75160408509,38761.435736734486
2002-01-11 02:00:00,32311.649576179356,25387.74274856114,39257.19568346178
2002-01-11 03:00:00,32306.190437834517,25681.821683358132,38833.73593809075
2002-01-11 04:00:00,32298.81089300814,25567.70969268463,38520.80320411921
2002-01-11 05:00:00,32289.15775162097,25141.922030724432,39184.459187758555
2002-01-11 06:00:00,32276.867509420365,26015.635021839873,38363.56678882946
2002-01-11 07:00:00,32261.570874782246,25314.936038682128,38891.362120688005
2002-01-11 08:00:00,32242.897573331986,25597.58212396131,38373.109669734484
2002-01-11 09:00:00,32220.481373589733,25205.740795912676,38900.71868022248
2002-01-11 10:00:00,32193.965273037804,25663.690021375427,38866.6684291391
2002-01-11 11:00:00,32163.006780644504,25353.12837288323,38470.91831645304
2002-01-11 12:00:00,32127.283229624263,25364.514777296667,39291.27393871586
2002-01-11 13:00:00,32086.497052553947,25243.69187762696,38884.98414462764
2002-01-11 14:00:00,32040.380950262173,25135.901084840854,38564.61540750896
2002-01-11 15:00:00,31988.70288607582,25239.745920928573,38929.48891522872
2002-01-11 16:00:00,31931.27083794607,25761.946021964603,38557.88322883693
2002-01-11 17:00:00,31867.937242984965,25316.197469478244,38514.79722115302
2002-01-11 18:00:00,31798.60307156603,24646.80504287518,38334.754581629764
2002-01-11 19:00:00,31723.221471745503,25328.70690480031,38796.625258244516
2002-01-11 20:00:00,31641.800929086683,24828.57038805673,38400.67072821276
2002-01-11 21:00:00,31554.407892151787,24860.697851225603,38173.02979988818
2002-01-11 22:00:00,31461.168819408682,24653.483768215563,38607.69968834226
2002-01-11 23:00:00,31362.27161000239,24584.897080230763,38191.78716085841
2002-01-12 00:00:00,31257.96638750896,24206.1236015554,37662.151407485835
2002-01-12 01:00:00,31148.5656131685,24024.94349353722,37962.10605398437
2002-01-12 02:00:00,31034.44351293004,24641.776842784337,37688.79526695807
2002-01-12 03:00:00,30916.034810524947,23660.829001142883,37850.89091666637
2002-01-12 04:00:00,30793.83276691283,24198.06311133182,37284.43188914358
2002-01-12 05:00:00,30668.386534859008,23629.355700815548,37214.0557672679
2002-01-12 06:00:00,30540.297845472192,23905.63701511901,37458.6568320714
2002-01-12 07:00:00,30410.217051570282,23438.397171804925,37598.89162168712
2002-01-12 08:00:00,30278.838560905155,23870.749539802786,37106.989444795465
2002-01-12 09:00:00,30146.89569944991,23681.83040915631,36402.40138541141
2002-01-12 10:00:00,30015.155052283768,23327.060525097186,37240.9346418286
2002-01-12 11:00:00,29884.410336271314,23287.856817192234,36571.91722618127
2002-01-12 12:00:00,29755.47586465522,23134.52944907449,36023.450747630435
2002-01-12 13:00:00,29629.179669016576,22777.03959690124,36472.41974263697
2002-01-12 14:00:00,29506.35634888631,22817.69038002739,36007.817176080825
2002-01-12 15:00:00,29387.8397229292,22517.871337980516,36184.534116814386
2002-01-12 16:00:00,29274.45535863916,22823.862550456575,35870.06975929251
2002-01-12 17:00:00,29167.013059795387,22744.00447362359,36175.97117485126
2002-01-12 18:00:00,29066.29939175279,22302.508590599686,35784.22681354927
2002-01-12 19:00:00,28973.07032536781,21938.101849573366,35459.44253044468
2002-01-12 20:00:00,28888.044079169154,22120.277185809315,36065.299546196824
2002-01-12 21:00:00,28811.89423825778,22000.993340015004,35771.7150070054
2002-01-12 22:00:00,28745.24322548026,22018.285630641105,35495.9615551607
2002-01-12 23:00:00,28688.65619728201,21553.045285442073,34939.44069889003
2002-01-13 00:00:00,28642.635432195708,21918.613756342173,34882.68077093697
2002-01-13 01:00:00,28607.615274858712,21824.369686169524,35449.98038743135
2002-01-13 02:00:00,28583.957692691227,21782.681159744923,35166.01557130238
2002-01-13 03:00:00,28571.948495731125,21723.152942498815,34976.93650346417
2002-01-13 04:00:00,28571.794263054795,21746.139024053904,35414.39327609819
2002-01-13 05:00:00,28583.620011566814,21809.888845976668,35566.66317986181
2002-01-13 06:00:00,28607.467634810797,21730.037004324313,35811.94584824939
2002-01-13 07:00:00,28643.29513107287,21651.36377369913,35077.945951994145
2002-01-13 08:00:00,28690.976631354435,21301.483933090985,35496.59056795473
2002-01-13 09:00:00,28750.303228985893,22156.918232046704,34973.255989741905
2002-01-13 10:00:00,28820.98460386724,22614.046637717962,35493.06842838927
2002-01-13 11:00:00,28902.651425473574,21923.640780210517,36096.378545988286
2002-01-13 12:00:00,28994.85851022817,21946.908387894608,36460.87277166636
2002-01-13 13:00:00,29097.08870056561,22059.778501283196,36413.602003402615
2002-01-13 14:00:00,29208.757424954758,22457.13844645242,35802.21849605214
2002-01-13 15:00:00,29329.21789075658,23031.660967305426,35975.1385564571
2002-01-13 16:00:00,29457.76685496506,22506.67591147617,36015.72909981558
2002-01-13 17:00:00,29593.65091133233,22993.194365957763,36402.74900570859
2002-01-13 18:00:00,29736.073227102526,22921.095451740053,36478.00340316931
2002-01-13 19:00:00,29884.200657676,23397.920580566297,36535.570429610794
2002-01-13 20:00:00,30037.171163463507,23933.745110992855,36843.51928026803
2002-01-13 21:00:00,30194.10145023417,23187.374697107378,37140.256519532915
2002-01-13 22:00:00,30354.09475215567,23266.11897911423,37214.28301808163
2002-01-13 23:00:00,30516.248675238287,23583.940776647152,37359.0932299783
2002-01-14 00:00:00,30679.663018840234,23589.224185204854,37362.26979354834
2002-01-14 01:00:00,30843.447493557105,24193.13528643582,37165.08475091098
2002-01-14 02:00:00,31006.729255144543,24097.637744219504,37966.341015880455
2002-01-14 03:00:00,31168.66017713175,24672.46126622979,38334.64934440248
2002-01-14 04:00:00,31328.423787604144,24649.193195226242,38204.80255343214
2002-01-14 05:00:00,31485.241800402444,24888.800945646643,38668.21756032694
2002-01-14 06:00:00,31638.380175785907,24973.343451439698,38464.20637888313
2002-01-14 07:00:00,31787.154651243625,24772.194096243165,38405.71416954086
2002-01-14 08:00:00,31930.93568992767,25350.586087284275,38733.1014121659
2002-01-14 09:00:00,32069.152800715667,25130.12739278031,38665.816495346095
2002-01-14 10:00:00,32201.29819185545,25578.518225133692,39100.18254966506
2002-01-14 11:00:00,32326.92972760836,25280.58496800667,39008.483720132186
2002-01-14 12:00:00,32445.673165755754,25778.862063514687,39461.06360167502
2002-01-14 13:00:00,32557.22366216876,25899.82607055973,38943.19359185723
2002-01-14 14:00:00,32661.34653701158,25775.17159012855,39682.69598136001
2002-01-14 15:00:00,32757.87730567916,25963.154035206302,39354.158432620316
2002-01-14 16:00:00,32846.72098611001,26149.934213513814,39772.343376488716
2002-01-14 17:00:00,32927.85070197482,26320.96304464014,39594.50814596745
2002-01-14 18:00:00,33001.30560934367,26164.47513887119,39566.883733839895
2002-01-14 19:00:00,33067.18818187762,25948.391734668017,39651.41150406017
2002-01-14 20:00:00,33125.66089643789,25942.844571721795,39757.7300870934
2002-01-14 21:00:00,33176.9423676045,26496.225507947798,40110.95451056417
2002-01-14 22:00:00,33221.30298527689,26041.652480051176,39231.46424769133
2002-01-14 23:00:00,33259.060114608714,26730.379062608084,40215.791516236095
2002-01-15 00:00:00,33290.57292186487,27080.25277501084,39830.564870773494
2002-01-15 01:00:00,33316.23689332976,26475.107671012647,39692.365980273185
2002-01-15 02:00:00,33336.478116900675,26491.60748408759,40014.00328448728
2002-01-15 03:00:00,33351.74739799789,26131.97336300271,39699.61613559398
2002-01-15 04:00:00,33362.51428210336,26973.923616159922,40214.81941983731
2002-01-15 05:00:00,33369.261056358606,26993.96254265829,39533.28024621795
2002-01-15 06:00:00,33372.4768016954,26615.195907173318,40245.37059200899
2002-01-15 07:00:00,33372.651565247485,26818.788700412093,40203.063944721405
2002-01-15 08:00:00,33370.27072012982,26463.544661417764,40187.12551767358
2002-01-15 09:00:00,33365.80957631572,26529.61452949588,39920.22119337485
2002-01-15 10:00:00,33359.728302116615,27245.63809957581,40399.773356653575
2002-01-15 11:00:00,33352.467210962204,26380.738026689498,40184.24848508483
2002-01-15 12:00:00,33344.44246262416,26586.410462727952,39593.70613659875
2002-01-15 13:00:00,33336.04222202537,26846.212986811646,40141.6759271009
2002-01-15 14:00:00,33327.62331222417,26597.61670323719,40289.392351353075
2002-01-15 15:00:00,33319.50839124513,26753.399448459266,40124.14853933411
2002-01-15 16:00:00,33311.98367523174,26487.13984863177,39676.295282841624
2002-01-15 17:00:00,33305.29722295408,27003.082495618415,40166.3154330191
2002-01-15 18:00:00,33299.65778919874,26101.39056759683,40035.36899282591
2002-01-15 19:00:00,33295.23424701264,26997.820442931512,40438.21908369126
2002-01-15 20:00:00,33292.15557133402,26262.211655085546,40135.14474643834
2002-01-15 21:00:00,33290.51136926533,26295.382929146537,40109.41435604874
2002-01-15 22:00:00,33290.352935243216,27035.672519989457,39715.87833097203
2002-01-15 23:00:00,33291.694802722806,26523.717308151412,40177.928055594944
2002-01-16 00:00:00,33294.516757826634,26847.749951658876,40172.233326282934
2002-01-16 01:00:00,33298.76627469867,26431.459234816004,39750.360325859685
2002-01-16 02:00:00,33304.361327261344,26947.083030618378,39960.382449301156
2002-01-16 03:00:00,33311.193527651805,26566.865623920654,40191.67862889965
2002-01-16 04:00:00,33319.13153788862,26367.159989752225,39964.081102412274
2002-01-16 05:00:00,33328.02469837028,26760.962624124724,39958.55604009584
2002-01-16 06:00:00,33337.70681463989,26671.017551079018,40321.712553217156
2002-01-16 07:00:00,33348.000042494925,26098.23139466124,40524.84204409456
2002-01-16 08:00:00,33358.71881098193,26543.852199254405,40048.78415501199
2002-01-16 09:00:00,33369.67372309915,26412.048086274477,39905.90659372575
2002-01-16 10:00:00,33380.67537517454,26719.690933218848,40613.9939253059
2002-01-16 11:00:00,33391.53803777536,26809.744637203105,40303.49587070794
2002-01-16 12:00:00,33402.083143681775,25993.548828279552,39999.96174621058
2002-01-16 13:00:00,33412.142531910744,26598.13167929761,39992.08141601434
2002-01-16 14:00:00,33421.56140083429,26903.769618354356,40578.86566353002
2002-01-16 15:00:00,33430.20092818454,26705.0838471453,40486.253007180305
2002-01-16 16:00:00,33437.94052102114,26663.951207515558,40678.128140789166
2002-01-16 17:00:00,33444.67966448989,26517.7730294312,40465.58488380388
